Source,Preferred society name,Society id,Cross-dataset id,Original society name,eHRAF name,eHRAF code,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family
Ethnographic Atlas,Mutair,Cj5,xd591,Mutair (Cj5),,,28,47,28,47,sout3119,South Najdi,,Afro-Asiatic
Binford Hunter-Gatherer,Sekani,B343,xd1044,Sekani (B343),,,56.14,-120,56.14,-120,seka1250,Sekani,sek,Athapaskan-Eyak-Tlingit
Ethnographic Atlas,Myaamia,Nf4,xd1238,Miami (Nf4),,,40,-86,40,-86,miam1252,Miami,mia,Algic
Ethnographic Atlas,Mzab,Cc4,xd501,Mzab (Cc4),,,33,4,33,4,tumz1238,Tumzabt,mzb,Afro-Asiatic
Binford Hunter-Gatherer,Nabesna,B359,xd1026,Nabesna (B359),,,63.44,-143.12,63.44,-143.12,uppe1437,Upper Tanana,tau,Athapaskan-Eyak-Tlingit
Ethnographic Atlas,Nabesna,Na1,xd1026,Nabesna (Na1),,,63,-141,63,-141,uppe1437,Upper Tanana,tau,Athapaskan-Eyak-Tlingit
Ethnographic Atlas,Nail,Cd17,xd515,Nail (Cd17),,,35,5,35,5,cons1245,Constantine,,Afro-Asiatic
Binford Hunter-Gatherer,Nakako,B126,xd971,Nakako (B126),,,-27.31,128.19,-27.31,128.19,wati1241,Wati,,Pama-Nyungan
Ethnographic Atlas,Sekani,Na28,xd1044,Sekani (Na28),,,56,-123,56,-123,seka1250,Sekani,sek,Athapaskan-Eyak-Tlingit
Standard cross-cultural sample,Nama,SCCS1,xd3,Nama (SCCS1),Khoi,FX13,-27.5,17,-27.5,17,nama1265,Nama,,Khoe-Kwadi
Ethnographic Atlas,Nama,Aa3,xd3,Nama Hottentot (Aa3),Khoi,FX13,-26,18,-26,18,nama1265,Nama,,Khoe-Kwadi
Western North American Indian database,Nambé Pueblo,WNAI169,xd1430,Nambe Tewa (J169),Tewa Pueblos,NT18,35.9,-105.9,35.9,105.9,namb1296,Nambe,,Kiowa-Tanoan
Standard cross-cultural sample,Nambikwara,SCCS174,xd1401,Nambicuara (SCCS174),Nambicuara,SP17,-13,-58.75,-13,-58.75,sout2994,Southern Nambikuára,nab,Nambiquaran
Binford Hunter-Gatherer,Nambikwara,B45,xd1401,Nambikwara (B45),Nambicuara,SP17,-12.73,-59.55,-12.73,-59.55,sout2994,Southern Nambikuára,nab,Nambiquaran
Ethnographic Atlas,Nambikwara,Si4,xd1401,Nambicura (Si4),Nambicuara,SP17,-12,-59,-12,-59,sout2994,Southern Nambikuára,nab,Nambiquaran
Binford Hunter-Gatherer,Sekele,B71,xd931,Sekele (B71),,,-16.42,19.53,-16.42,19.53,vase1234,Northern Ju,vaj,Kxa
Ethnographic Atlas,Namshi,Ai16,xd344,Namshi (Ai16),,,9,13,9,13,doya1240,Doyayo,dow,Atlantic-Congo
Ethnographic Atlas,Nanai,Ec9,xd637,Goldi (Ec9),,,47,132,47,132,nana1257,Nanai,gld,Tungusic
Ethnographic Atlas,Nandi,Aj7,xd412,Nandi (Aj7),,,0,35,0,35,nand1266,Nandi,niq,Nilotic
Ethnographic Atlas,Nankanse,Ag12,xd247,Nankanse (Ag12),,,10,-1,10,-1,nank1249,Nankana,,Atlantic-Congo
Ethnographic Atlas,Nara,Ca32,xd440,Barea (Ca32),,,16,38,16,38,nara1262,Nara,nrb,Nara
Ethnographic Atlas,Naron,Aa7,xd7,Naron (Aa7),,,-20,24,-20,24,naro1249,Naro,nhr,Khoe-Kwadi
Ethnographic Atlas,Selkup,Ec11,xd619,Selkup (Ec11),,,59,90,59,90,selk1253,Selkup,sel,Uralic
Binford Hunter-Gatherer,Naron,B73,xd7,Nharo (B73),,,-21.64,21.61,-21.64,21.61,naro1249,Naro,nhr,Khoe-Kwadi
Ethnographic Atlas,Naskapi,Na5,xd1063,Naskapi (Na5),Montagnais,NH06,58,-70,58,-70,nask1242,Naskapi,nsk,Algic
Binford Hunter-Gatherer,Naskapi,B365,xd1063,Naskapi (B365),Montagnais,NH06,56.19,-68.92,56.19,-68.92,nask1242,Naskapi,nsk,Algic
Ethnographic Atlas,Natchez,Ng7,xd1256,Natchez (Ng7),,,32,-91,32,-91,natc1249,Natchez,ncz,Natchez
Standard cross-cultural sample,Natchez,SCCS146,xd1256,Natchez (SCCS146),,,31.5,-91.42,31.5,-91.42,natc1249,Natchez,ncz,Natchez
Ethnographic Atlas,Nauruans,If13,xd828,Nauruans (If13),,,-0.53,166.92,-1,166,naur1243,Nauru,nau,Austronesian
Ethnographic Atlas,Sema,Ei16,xd703,Sema (Ei16),,,26,95,26,95,sumi1235,Sumi Naga,nsm,Sino-Tibetan
Ethnographic Atlas,Navajo,Nh3,xd1279,Navaho (Nh3),Navaho,NT13,37,-110,37,-110,nava1243,Navajo,nav,Athapaskan-Eyak-Tlingit
Western North American Indian database,Navajo (Eastern),WNAI158,xd1279,Eastern Navaho (J158),Navaho,NT13,35.5,-108.7,35.5,108.7,nava1243,Navajo,nav,Athapaskan-Eyak-Tlingit
Western North American Indian database,Navajo (Western),WNAI157,xd1279,Western Navaho (J157),Navaho,NT13,36,-112,36,112,nava1243,Navajo,nav,Athapaskan-Eyak-Tlingit
Binford Hunter-Gatherer,Nayaka,B21,xd914,Nayaka (B21),,,11.9,77.21,11.9,77.21,jenn1240,Jennu Kurumba,xuj,Dravidian
Ethnographic Atlas,Ndaka Babali,Ae33,xd153,Ndaka Babali (Ae33),,,1,27,1,27,bali1274,Bali (Democratic Republic of Congo),bcp,Atlantic-Congo
Ethnographic Atlas,Ndau,Ab17,xd18,Ndau (Ab17),,,-20,34,-20,34,ndau1241,Ndau,ndc,Atlantic-Congo
Ethnographic Atlas,Semang,Ej3,xd725,Semang (Ej3),Semang,AN07,5,101,5,101,kens1248,Kensiu,kns,Austroasiatic
Ethnographic Atlas,Ndebele,Ab9,xd32,Ndebele (Ab9),,,-20,28,-20,28,nort2795,Zimbabwean Ndebele,nde,Atlantic-Congo
Ethnographic Atlas,Ndembu,Ac6,xd72,Ndembu (Ac6),,,-11,26,-11,26,lund1266,Lunda,lun,Atlantic-Congo
Ethnographic Atlas,Ndob,Ae55,xd177,Ndob (Ae55),,,6,10,6,10,band1349,Bandobo,,Atlantic-Congo
Ethnographic Atlas,Ndoko,Ae38,xd158,Ndoko (Ae38),,,2,21,2,21,doko1244,Doko (Democratic Republic of Congo),,Atlantic-Congo
Ethnographic Atlas,Wiyambituka,Nd36,xd1170,Wiyambituka (Nd36),Western,NT22,39,-117,39,-117,west2622,Western Shoshoni,,Uto-Aztecan
Standard cross-cultural sample,Semang,SCCS77,xd725,Semang (SCCS77),Semang,AN07,5,101.25,5,101.25,kens1248,Kensiu,kns,Austroasiatic
Binford Hunter-Gatherer,Semang,B9,xd725,Semang (B9),Semang,AN07,5.86,101,5.86,101,kens1248,Kensiu,kns,Austroasiatic
Ethnographic Atlas,Seminole,Ng2,xd1251,Seminole (Ng2),Seminole,NN16,27,-81,27,-81,mika1239,Mikasuki,mik,Muskogean
Ethnographic Atlas,Sena,Ac40,xd67,Sena (Ac40),,,-18,35,-18,35,nucl1396,Sena,seh,Atlantic-Congo
Ethnographic Atlas,Seneca,Ng10,xd1245,Iroquois (Ng10),Iroquois,NM09,43,-77,43,-77,sene1264,Seneca,see,Iroquoian
Ethnographic Atlas,Seniang,Ih2,xd868,Seniang (Ih2),,,-16.51,167.47,-17,167,sout2857,Nahavaq,sns,Austronesian
Ethnographic Atlas,Senoi,Ej14,xd721,Senoi (Ej14),Semai,AN06,4,102,4,102,sema1266,Semai,sea,Austroasiatic
Ethnographic Atlas,Senufo,Ag32,xd269,Senufo (Ag32),,,10,-6,10,-6,ceba1235,Cebaara Senoufo,sef,Atlantic-Congo
Ethnographic Atlas,Serbs,Ch1,xd546,Serbs (Ch1),Serbs,EF06,44,20,44,20,serb1264,Serbian,srp,Indo-European
Ethnographic Atlas,Serer,Ag22,xd258,Serer (Ag22),,,14,-12,14,-12,sere1260,Sereer,srr,Atlantic-Congo
Ethnographic Atlas,Seri,Ni4,xd1289,Seri (Ni4),Seri,NU31,29,-112,29,-112,seri1257,Seri,sei,Seri
Ethnographic Atlas,Dorobo,Aa2,xd2,Dorobo (Aa2),Okiek,FL20,0,36,0,36,okie1245,Okiek,oki,Nilotic
Ethnographic Atlas,Dorosie,Ag34,xd271,Dorosie (Ag34),,,11,-4,11,-4,dogo1295,Dogosé,dos,Atlantic-Congo
Ethnographic Atlas,Dorse,Ca41,xd450,Dorse (Ca41),,,6,38,6,38,dorz1235,Dorze,doz,Ta-Ne-Omotic
Binford Hunter-Gatherer,Seri,B143,xd1289,Seri (B143),Seri,NU31,29.59,-112.18,29.59,-112.18,seri1257,Seri,sei,Seri
Ethnographic Atlas,Drawa,Cc15,xd493,Drawa (Cc15),,,31,-7,31,-7,susi1238,Susiua,,Afro-Asiatic
Ethnographic Atlas,Druze,Cj8,xd594,Druze (Cj8),,,32.77,35.03,33,35,sunn1238,Sunni Beiruti Arabic,,Afro-Asiatic
Ethnographic Atlas,Duala,Ae12,xd130,Duala (Ae12),,,4,10,4,10,dual1243,Duala,dua,Atlantic-Congo
Ethnographic Atlas,Duruma,Ad31,xd100,Duruma (Ad31),,,-4,39,-4,39,duru1249,Duruma,dug,Atlantic-Congo
Ethnographic Atlas,Dutch,Cg1,xd541,Dutch (Cg1),,,53,7,53,7,dutc1256,Dutch,nld,Indo-European
Ethnographic Atlas,Dyan,Ag33,xd270,Dian (Ag33),,,11,-3,11,-3,dyan1251,Dyan,dya,Atlantic-Congo
Ethnographic Atlas,Serrano,Nc30,xd1130,Serrano (Nc30),,,34,-117,34,-117,serr1255,Serrano,ser,Uto-Aztecan
Ethnographic Atlas,Dzem,Ae40,xd161,Dzem (Ae40),,,3,14,3,14,njye1238,Njyem,njy,Atlantic-Congo
Ethnographic Atlas,Dzing,Ac22,xd47,Dzing (Ac22),,,-4,20,-4,20,ding1239,Ding,diz,Atlantic-Congo
Ethnographic Atlas,Easter Islanders,Ij9,xd898,Easter Island (Ij9),Rapa nui,OY02,-27.12,-109.36,-27,-190,rapa1244,Rapanui,rap,Austronesian
Ethnographic Atlas,Eastern Cree,Na31,xd1047,Eastern Cree (Na31),,,51,-85,51,-85,sout2978,Southern East Cree,crj,Algic
Binford Hunter-Gatherer,Eastern Mono,B202,xd1164,Owens Valley Paiute (Eastern Mono) (B202),,,36.88,-118.18,36.88,-118.18,mono1275,Mono (USA),mnr,Uto-Aztecan
Ethnographic Atlas,Eastern Mono,Nd30,xd1164,Eastern Mono (Nd30),,,37,-118,37,-118,mono1275,Mono (USA),mnr,Uto-Aztecan
Western North American Indian database,Serrano,WNAI84,xd1130,Serrano (J84),,,34.2,-117,34.2,117,serr1255,Serrano,ser,Uto-Aztecan
Western North American Indian database,Eastern Mono,WNAI117,xd1164,Owens Valley Northern Paiute (J117),,,38,-119,38,119,mono1275,Mono (USA),mnr,Uto-Aztecan
Binford Hunter-Gatherer,Eastern Ojibwa,B327,xd1055,Kitchibaun Ojibwa (B327),Ojibwa,NG06,45.21,-85.1,45.21,-85.1,east2542,Eastern Ojibwa,ojg,Algic
Ethnographic Atlas,Eastern Ojibwa,Na39,xd1055,Eastern Ojibwa (Na39),Ojibwa,NG06,46,-85,46,-85,east2542,Eastern Ojibwa,ojg,Algic
Western North American Indian database,Eastern Pomo,WNAI64,xd1116,Eastern Pomo (J64),Pomo,NS18,39,-123,39,123,east2545,Eastern Pomo,peb,Pomoan
Ethnographic Atlas,Eastern Pomo,Nc18,xd1116,Eastern Pomo (Nc18),Pomo,NS18,39,-123,39,-123,east2545,Eastern Pomo,peb,Pomoan
Standard cross-cultural sample,Eastern Pomo,SCCS135,xd1116,Pomo (Eastern) (SCCS135),Pomo,NS18,39,-123,39,-123,east2545,Eastern Pomo,peb,Pomoan
Binford Hunter-Gatherer,Serrano,B149,xd1130,Serrano (B149),,,34.52,-117,34.52,-117,serr1255,Serrano,ser,Uto-Aztecan
Binford Hunter-Gatherer,Eastern Pomo,B158,xd1116,Eastern Pomo (B158),Pomo,NS18,39.03,-122.94,39.03,-122.94,east2545,Eastern Pomo,peb,Pomoan
Ethnographic Atlas,Ebira,Af13,xd190,Igbira (Af13),,,8,7,8,7,ebir1243,Ebira,igb,Atlantic-Congo
Ethnographic Atlas,Edo,Af24,xd202,Edo (Af24),,,6,6,6,6,bini1246,Bini,bin,Atlantic-Congo
Binford Hunter-Gatherer,Efe,B64,xd927,Efe (B64),,,2.7,27.64,2.7,27.64,efee1239,Efe,efe,Central Sudanic
Ethnographic Atlas,Efik,Af19,xd196,Efik (Af19),,,5,8,5,8,efik1245,Efik,efi,Atlantic-Congo
Ethnographic Atlas,Egba,Af32,xd211,Egba (Af32),Yoruba,FF62,7,3,7,3,egba1238,Egba,,Atlantic-Congo
Ethnographic Atlas,Shako,Ca42,xd451,Shako (Ca42),,,7,36,7,36,shek1245,Sheko,she,Dizoid
Standard cross-cultural sample,Egyptians,SCCS43,xd518,Egyptians (SCCS43),Fellahin,MR13,24.75,33,24.75,33,egyp1253,Egyptian Arabic,arz,Afro-Asiatic
Ethnographic Atlas,Egyptians,Cd2,xd518,Egyptians (Cd2),Fellahin,MR13,25,33,25,33,egyp1253,Egyptian Arabic,arz,Afro-Asiatic
Ethnographic Atlas,Ekiti,Af33,xd212,Ekiti (Af33),Yoruba,FF62,8,5,8,5,ekit1244,Ekiti,,Atlantic-Congo
Ethnographic Atlas,Ekoi,Af18,xd195,Ekoi (Af18),,,6,8,6,8,ejag1239,Ejagham,etu,Atlantic-Congo
Ethnographic Atlas,Ekonda,Ae20,xd139,Ekonda (Ae20),,,-2,18,-2,18,ekon1238,Ekonda Mongo,,Atlantic-Congo
Ethnographic Atlas,Elema,Ie39,xd817,Elema (Ie39),,,-7.82,145.31,-8,145,orok1267,Orokolo,oro,Eleman
Ethnographic Atlas,Shambaa,Ad10,xd77,Shambala (Ad10),,,-5,38,-5,38,sham1280,Shambala,ksb,Atlantic-Congo
Ethnographic Atlas,Elko Shoshoni,Nd42,xd1177,Elko Shoshoni (Nd42),,,41,-116,41,-116,west2622,Western Shoshoni,,Uto-Aztecan
Ethnographic Atlas,Ellice,Ii4,xd883,Ellice (Ii4),,,-7.48,178.68,-8,178,tuva1244,Tuvalu,tvl,Austronesian
Ethnographic Atlas,Eloyi,Af27,xd205,Afo (Af27),,,8,8,8,8,eloy1241,Eloyi,afo,Atlantic-Congo
Ethnographic Atlas,Ely Shoshoni,Nd38,xd1172,Ely Shoshoni (Nd38),Western,NT22,39,-115,39,-115,west2622,Western Shoshoni,,Uto-Aztecan
Ethnographic Atlas,Emberá,Sa4,xd1320,Choco (Sa4),,,8,-78,8,-78,nort2972,Northern Emberá,emp,Chocoan
Ethnographic Atlas,Enga,Ie7,xd821,Enga (Ie7),,,-6,144,-6,144,enga1252,Enga,enq,Nuclear Trans New Guinea
Ethnographic Atlas,Shangama,Ca25,xd432,Shangama (Ca25),,,6,37,6,37,aari1239,Aari,aiw,South Omotic
Ethnographic Atlas,Epi,Ih11,xd864,Epi (Ih11),,,-16.61,168.17,-17,168,lame1260,Lamenu,lmu,Austronesian
Ethnographic Atlas,Eromangans,Ih12,xd865,Eromangans (Ih12),,,-18.85,169.16,-19,169,siee1239,Sie,erg,Austronesian
Ethnographic Atlas,Erzya Mordvins,ch15,xd552,Erzia mordva (ch15),,,53,50,53,50,erzy1239,Erzya,myv,Uralic
Ethnographic Atlas,Esa,Ca10,xd416,Esa (Ca10),Somali,MO04,10,43,10,43,nort3051,Northern Somali,,Afro-Asiatic
Ethnographic Atlas,Estonians,ch16,xd553,Estonians (ch16),,,59,26,59,26,esto1258,Estonian,ekk,Uralic
Ethnographic Atlas,Evenk,ec16,xd624,Evenk (ec16),,,55,112,55,112,even1259,Evenki,evn,Tungusic
Ethnographic Atlas,Shantung,Ed10,xd639,Shantung (Ed10),,,37,118,37,118,mand1415,Mandarin Chinese,cmn,Sino-Tibetan
Ethnographic Atlas,Ewe,Af36,xd215,Ewe (Af36),,,7,1,7,1,aguu1242,Agu (Ewe),,Atlantic-Congo
Ethnographic Atlas,Eyak,Nb5,xd1102,Eyak (Nb5),,,60.34,-144.85,60,-145,eyak1241,Eyak,eya,Athapaskan-Eyak-Tlingit
Standard cross-cultural sample,Eyak,SCCS130,xd1102,Eyak (SCCS130),,,60.5,-145,60.5,-145,eyak1241,Eyak,eya,Athapaskan-Eyak-Tlingit
Binford Hunter-Gatherer,Eyak,B295,xd1102,Eyak (B295),,,60.48,-144,60.48,-144,eyak1241,Eyak,eya,Athapaskan-Eyak-Tlingit
Ethnographic Atlas,Fali,Ai12,xd340,Fali (Ai12),,,10,14,10,14,nort2770,North Fali,fll,Atlantic-Congo
Ethnographic Atlas,Fang,Ae3,xd149,Fang (Ae3),Fang,FH09,1,11,1,11,fang1246,Fang (Equatorial Guinea),fan,Atlantic-Congo
Binford Hunter-Gatherer,Shasta,B179,xd1093,Shasta (B179),,,41.62,-122.7,41.62,-122.7,shas1239,Shasta,sht,Shastan
Ethnographic Atlas,Fante,Af42,xd222,Fanti (Af42),Twi,FE12,6,-1,6,-1,fant1241,Fante,fat,Atlantic-Congo
Ethnographic Atlas,Fipa,Ad19,xd86,Fipa (Ad19),,,-8,31,-8,31,fipa1238,Fipa,fip,Atlantic-Congo
Standard cross-cultural sample,Fon,SCCS18,xd186,Fon (SCCS18),,,7.2,1.91,7.2,1.91,fonn1241,Fon,fon,Atlantic-Congo
Ethnographic Atlas,Fon,Af1,xd186,Fon (Af1),Fon,FA18,7,2,7,2,fonn1241,Fon,fon,Atlantic-Congo
Western North American Indian database,Foothill Maidu,WNAI55,xd1433,Foothill Maidu (J55),,,39.8,-121.3,39.8,121.3,nort2951,Northwest Maidu,mjd,Maiduan
Ethnographic Atlas,Fore,Ie31,xd809,Fore (Ie31),,,-6,145,-6,145,fore1270,Fore,for,Nuclear Trans New Guinea
Ethnographic Atlas,Shasta,Nb32,xd1093,Shasta (Nb32),,,41,-122,41,-122,shas1239,Shasta,sht,Shastan
Ethnographic Atlas,Fox,Nf7,xd1241,Fox (Nf7),Fox,NP05,45,-95,45,-95,mesk1242,Meskwaki,sac,Algic
Ethnographic Atlas,French Basques,Ce4,xd531,Basques (Ce4),Basques,EX08,43,-1,43,-1,labo1236,Labourdin,,Basque
Ethnographic Atlas,French Canadians,Cf5,xd540,French Canadians (Cf5),,,47,-72,47,-72,stan1290,French,fra,Indo-European
Ethnographic Atlas,Fungom,Ae52,xd174,Fungom (Ae52),,,7,10,7,10,mmen1238,Mmen,bfm,Atlantic-Congo
Standard cross-cultural sample,Fur,SCCS29,xd466,Fur (SCCS29),,,13.5,25.5,13.5,25.5,furr1244,Fur,fvr,Furan
Ethnographic Atlas,Fur,Cb17,xd466,Fur (Cb17),,,12,24,12,24,furr1244,Fur,fvr,Furan
Western North American Indian database,Shasta (East),WNAI44,xd1093,East Shasta (J44),,,41.5,-122.3,41.5,122.3,shas1239,Shasta,sht,Shastan
Binford Hunter-Gatherer,Western Mono,B157,xd1122,Monache (B157),,,36.6,-117.08,36.6,-117.08,mono1275,Mono (USA),mnr,Uto-Aztecan
Western North American Indian database,Shasta (West),WNAI45,xd1093,West Shasta (J45),,,41.8,-122.8,41.8,122.8,shas1239,Shasta,sht,Shastan
Ethnographic Atlas,Shavante,Sj11,xd1409,Shavante (Sj11),,,-14,-52,-14,-52,xava1240,Xavánte,xav,Nuclear-Macro-Je
Standard cross-cultural sample,Shavante,SCCS179,xd1409,Shavante (SCCS179),,,-13.5,-51.5,-13.5,-51.5,xava1240,Xavánte,xav,Nuclear-Macro-Je
Ethnographic Atlas,Shawiya,Cd8,xd526,Shawiya (Cd8),,,36,7,36,7,tach1249,Chaouia of the Aures,shy,Afro-Asiatic
Ethnographic Atlas,Shawnee,Nf13,xd1233,Shawnee (Nf13),,,37,-85,37,-85,shaw1249,Shawnee,sjw,Algic
Ethnographic Atlas,Western Mono,Nc23,xd1122,Monachi (Nc23),,,37,-119,37,-119,mono1275,Mono (USA),mnr,Uto-Aztecan
Ethnographic Atlas,Sherbro,Af14,xd191,Sherbro (Af14),,,7.52,-12.69,7,-13,sher1258,Sherbro,bun,Atlantic-Congo
Ethnographic Atlas,Sherente,Sj2,xd1410,Sherente (Sj2),,,-9,-48,-9,-48,xere1240,Xerénte,xer,Nuclear-Macro-Je
Ethnographic Atlas,Sherpa,Ee6,xd658,Sherpa (Ee6),Sherpa,AK06,28,87,28,87,sher1255,Solu-Khumbu Sherpa,xsr,Sino-Tibetan
Ethnographic Atlas,Shila,Ac35,xd61,Shila (Ac35),,,-10,28,-10,28,shil1264,Shila,,Atlantic-Congo
Ethnographic Atlas,Shilluk,Ai6,xd380,Shilluk (Ai6),Shilluk,FJ23,10,32,10,32,shil1265,Shilluk,shk,Nilotic
Ethnographic Atlas,Jimma,Ca39,xd447,Jimma (Ca39),,,8,37,8,37,fuga1235,Fuga of Jimma,,Ta-Ne-Omotic
Binford Hunter-Gatherer,Jinibarra,B115,xd962,Jinibarra (B115),,,-27.25,152.87,-27.25,152.87,yaga1256,Yagara-Jandai,,Pama-Nyungan
Ethnographic Atlas,Jordanians,Cj6,xd592,Jordanians (Cj6),Jordan,MG01,32,36,32,36,sout3123,South Levantine Arabic,ajp,Afro-Asiatic
Ethnographic Atlas,Jukun,Ah2,xd309,Jukun (Ah2),,,8,10,8,10,juku1254,Jukun Takum,jbu,Atlantic-Congo
Ethnographic Atlas,Jur,Ai36,xd366,Jur (Ai36),,,8,28,8,28,jurm1239,Jur Modo,bex,Central Sudanic
Binford Hunter-Gatherer,Kaakutju,B91,xd943,Kakadu (B91),,,-13.13,132.95,-13.13,132.95,gaga1251,Gagadu,gbu,Gagadu
Ethnographic Atlas,Kababish,Cc6,xd503,Kababish (Cc6),,,17,31,17,31,nort3133,North Kordofan Arabic,,Afro-Asiatic
Standard cross-cultural sample,Aztec,SCCS153,xd1301,Aztec (SCCS153),Aztec,NU07,19,-99.17,19,-99.17,clas1250,Classical Nahuatl,nci,Uto-Aztecan
Ethnographic Atlas,Kabre,Ag49,xd287,Kabre (Ag49),,,10,2,10,2,kabi1261,Kabiyé,kbp,Atlantic-Congo
Ethnographic Atlas,Kabyle,Cd4,xd522,Kabyle (Cd4),,,36,4,36,4,kaby1243,Kabyle,kab,Afro-Asiatic
Ethnographic Atlas,Kachari,Ee7,xd659,Kachari (Ee7),,,27,90,27,90,kach1279,Kachari,xac,Sino-Tibetan
Ethnographic Atlas,Kachin,Ei5,xd711,Kachin (Ei5),Kachin,AP06,26,97,26,97,kach1280,Jinghpaw,kac,Sino-Tibetan
Binford Hunter-Gatherer,Kadar,B19,xd912,Kadar (B19),,,10.25,77.17,10.25,77.17,kada1242,Kadar,kej,Dravidian
Ethnographic Atlas,Kadazan-Dusun,Ib5,xd754,Dusun (Ib5),,,6,117,6,117,cent2100,Central Dusun,dtp,Austronesian
Binford Hunter-Gatherer,Southern Ute,B222,xd1152,Southern Ute (Wimonantci Ute) (B222),Ute,NT19,37.67,-109,37.67,-109,utee1244,Ute,,Uto-Aztecan
Ethnographic Atlas,Kadiwéu,Sh4,xd1391,Caduveo (Sh4),,,-22,-57,-22,-57,kadi1248,Kadiwéu,kbc,Guaicuruan
Ethnographic Atlas,Kafa,Ca30,xd438,Kafa (Ca30),Kaffa,MP14,7,36,7,36,kafa1242,Kafa,kbr,Ta-Ne-Omotic
Standard cross-cultural sample,Kafa,SCCS33,xd438,Kafa (SCCS33),Kaffa,MP14,7.27,36.5,7.27,36.5,kafa1242,Kafa,kbr,Ta-Ne-Omotic
Ethnographic Atlas,Kagoro,Ah20,xd310,Kagoro (Ah20),Katab,FF38,10,8,10,8,kago1246,Kagoro (Nigeria),,Atlantic-Congo
Ethnographic Atlas,Kaguru,Ad50,xd121,Kaguru (Ad50),,,-6,37,-6,37,kagu1239,Kagulu,kki,Atlantic-Congo
Binford Hunter-Gatherer,Kaiadilt,B103,xd952,Kaiadilt (B103),,,-16.94,139.03,-16.94,139.28,kaya1319,Kayardild,gyd,Tangkic
Western North American Indian database,Southern Ute,WNAI131,xd1152,Wimonuch Ute (Shoshonean) (J131),Ute,NT19,38,-109,38,109,utee1244,Ute,,Uto-Aztecan
Ethnographic Atlas,Kainai,Ne13,xd1212,Blood (Ne13),Blackfoot,NF06,51,-115,51,-115,bloo1239,Blood,,Algic
Binford Hunter-Gatherer,Kainai,B259,xd1212,Blood (B259),Blackfoot,NF06,52.79,-113.86,52.79,-113.86,bloo1239,Blood,,Algic
Ethnographic Atlas,Kakoli,Ie11,xd787,Kakoli (Ie11),,,-6,144,-6,144,umbu1258,Umbu-Ungu,ubu,Nuclear Trans New Guinea
Ethnographic Atlas,Kakwa,Aj14,xd389,Kakwa (Aj14),,,4,31,4,31,kakw1240,Kakwa,keo,Nilotic
Binford Hunter-Gatherer,Kalaallit (West Greenland),B385,xd1041,West Greenland (B385),,,69.31,-50.21,69.31,-50.21,west2617,West Greenlandic,,Eskimo-Aleut
Ethnographic Atlas,Kalaallit (West Greenland),Na25,xd1041,Greenlanders (Na25),,,68.66,-51.22,69,-53,west2617,West Greenlandic,,Eskimo-Aleut
Standard cross-cultural sample,Southern Valley Yokuts,SCCS136,xd1123,Yokuts (Lake) (SCCS136),Yokuts,NS29,35,-119.5,35,-119.5,vall1251,Valley Yokuts,,Yokutsan
Ethnographic Atlas,Kalinga,Ia16,xd739,Kalinga (Ia16),,,18,121,18,121,lubu1243,Lubuagan Kalinga,knb,Austronesian
Ethnographic Atlas,Kalispel,Nd13,xd1145,Kalispel (Nd13),Southeast,NR19,49,-117,49,-117,kali1309,Kalispel,,Salishan
Binford Hunter-Gatherer,Kalispel,B326,xd1145,Kalispel (B326),Southeast,NR19,47.94,-115.67,47.94,-115.67,kali1309,Kalispel,,Salishan
Western North American Indian database,Kalispel,WNAI104,xd1145,Kalispel (J104),Southeast,NR19,48.2,-116.2,48.2,116.2,kali1309,Kalispel,,Salishan
Ethnographic Atlas,Kalmyk,Ci1,xd574,Kalmyk (Ci1),,,46,46,46,46,kalm1243,Kalmyk,xal,Mongolic
Ethnographic Atlas,Kamayurá,Si5,xd1402,Camayura (Si5),,,-12,-54,-12,-54,kama1373,Kamayurá,kay,Tupian
Binford Hunter-Gatherer,Southern Valley Yokuts,B148,xd1123,Lake Yokuts (B148),Yokuts,NS29,36,-119.83,36,-119.83,vall1251,Valley Yokuts,,Yokutsan
Ethnographic Atlas,Kamba,Ad34,xd103,Kamba (Ad34),,,-2,38,-2,38,kamb1297,Kamba (Kenya),kam,Atlantic-Congo
Western North American Indian database,Kamia,WNAI142,xd1271,Kamia (J142),,,32.5,-115,32.5,115,kumi1248,Tipai,dih,Cochimi-Yuman
Ethnographic Atlas,Kamia,Nh20,xd1271,Kamia (Nh20),,,33,-115,33,-115,kumi1248,Tipai,dih,Cochimi-Yuman
Ethnographic Atlas,Kamuku,Ah14,xd303,Kamuku (Ah14),,,11,6,11,6,cind1241,Yara,cdr,Atlantic-Congo
Ethnographic Atlas,Kanembu,Cb18,xd467,Kanembu (Cb18),,,14,14,14,14,kane1243,Kanembu,kbl,Saharan
Ethnographic Atlas,Kanuri,Cb19,xd468,Kanuri (Cb19),Kanuri,MS14,12,13,12,13,mang1399,Manga Kanuri,kby,Saharan
Ethnographic Atlas,Southern Valley Yokuts,Nc24,xd1123,Lake Yokuts (Nc24),Yokuts,NS29,36,-120,36,-120,vall1251,Valley Yokuts,,Yokutsan
Ethnographic Atlas,Kaoka,Ig20,xd853,Kaoka (Ig20),,,-9.49,159.82,-10,161,long1395,Longgu,lgu,Austronesian
